Continent,Country,Month,equipment,equipment_code,demand,supply
Africa,Ghana,2020-02-01T01:01:01Z,Ventilators,3,271,184
Africa,Ghana,2020-02-01T01:01:01Z,O2 Concentrators,4,263,494
Africa,Ghana,2020-02-01T01:01:01Z,Testing Units,5,1579,1812
Africa,Ghana,2020-02-01T01:01:01Z,Pulse Oxymeters,6,1226,249
Africa,Ghana,2020-02-01T01:01:01Z,General Medicines,7,7146,3988
Africa,Ghana,2020-02-01T01:01:01Z,PPE Kit,8,1067,508
Africa,Ghana,2020-03-01T01:01:01Z,oxygen cylinder,0,1179,993
Africa,Ghana,2020-03-01T01:01:01Z,O2 Generator,1,1176,454
Africa,Ghana,2020-03-01T01:01:01Z,Mask,2,12363,7736
Africa,Ghana,2020-03-01T01:01:01Z,Ventilators,3,48,239
Africa,Ghana,2020-03-01T01:01:01Z,O2 Concentrators,4,1136,576
Africa,Ghana,2020-03-01T01:01:01Z,Testing Units,5,2653,1714
Africa,Ghana,2020-03-01T01:01:01Z,Pulse Oxymeters,6,999,71
Africa,Ghana,2020-03-01T01:01:01Z,General Medicines,7,19755,13895
Africa,Ghana,2020-03-01T01:01:01Z,PPE Kit,8,2114,1228
Africa,Ghana,2020-04-01T01:01:01Z,oxygen cylinder,0,443,2381
Africa,Ghana,2020-04-01T01:01:01Z,O2 Generator,1,312,122
Africa,Ghana,2020-04-01T01:01:01Z,Mask,2,35271,1695
Africa,Ghana,2020-04-01T01:01:01Z,Ventilators,3,82,139
Africa,Ghana,2020-04-01T01:01:01Z,O2 Concentrators,4,1204,349
Africa,Ghana,2020-04-01T01:01:01Z,Testing Units,5,10682,8304
Africa,Ghana,2020-04-01T01:01:01Z,Pulse Oxymeters,6,267,3060
Africa,Ghana,2020-04-01T01:01:01Z,General Medicines,7,110324,20860
Africa,Ghana,2020-04-01T01:01:01Z,PPE Kit,8,2514,2103
Africa,Ghana,2020-05-01T01:01:01Z,oxygen cylinder,0,535,3213
Africa,Ghana,2020-05-01T01:01:01Z,O2 Generator,1,1610,8
Africa,Ghana,2020-05-01T01:01:01Z,Mask,2,114005,29621
Africa,Ghana,2020-05-01T01:01:01Z,Ventilators,3,31,278
Africa,Ghana,2020-05-01T01:01:01Z,O2 Concentrators,4,1399,896
Africa,Ghana,2020-05-01T01:01:01Z,Testing Units,5,13090,11417
Africa,Ghana,2020-05-01T01:01:01Z,Pulse Oxymeters,6,4487,3274
Africa,Ghana,2020-05-01T01:01:01Z,General Medicines,7,20524,35528
Africa,Ghana,2020-05-01T01:01:01Z,PPE Kit,8,1655,484
Africa,Ghana,2020-06-01T01:01:01Z,oxygen cylinder,0,4680,1740
Africa,Ghana,2020-06-01T01:01:01Z,O2 Generator,1,602,908
Africa,Ghana,2020-06-01T01:01:01Z,Mask,2,8769,34017
Africa,Ghana,2020-06-01T01:01:01Z,Ventilators,3,1444,38
Africa,Ghana,2020-06-01T01:01:01Z,O2 Concentrators,4,802,1003
Africa,Ghana,2020-06-01T01:01:01Z,Testing Units,5,23282,23775
Africa,Ghana,2020-06-01T01:01:01Z,Pulse Oxymeters,6,1183,783
Africa,Ghana,2020-06-01T01:01:01Z,General Medicines,7,26446,36032
Africa,Ghana,2020-06-01T01:01:01Z,PPE Kit,8,3119,72
Africa,Ghana,2020-07-01T01:01:01Z,oxygen cylinder,0,2750,5342
Africa,Ghana,2020-07-01T01:01:01Z,O2 Generator,1,2021,63
Africa,Ghana,2020-07-01T01:01:01Z,Mask,2,324185,38263
Africa,Ghana,2020-07-01T01:01:01Z,Ventilators,3,138,536
Africa,Ghana,2020-07-01T01:01:01Z,O2 Concentrators,4,1535,391
Africa,Ghana,2020-07-01T01:01:01Z,Testing Units,5,36058,13539
Africa,Ghana,2020-07-01T01:01:01Z,Pulse Oxymeters,6,3242,3045
Africa,Ghana,2020-07-01T01:01:01Z,General Medicines,7,354011,43434
Africa,Ghana,2020-07-01T01:01:01Z,PPE Kit,8,4559,4346
Africa,Ghana,2020-08-01T01:01:01Z,oxygen cylinder,0,5822,977
Africa,Ghana,2020-08-01T01:01:01Z,O2 Generator,1,1903,397
Africa,Ghana,2020-08-01T01:01:01Z,Mask,2,329087,73032
Africa,Ghana,2020-08-01T01:01:01Z,Ventilators,3,1937,720
Africa,Ghana,2020-08-01T01:01:01Z,O2 Concentrators,4,871,521
Africa,Ghana,2020-08-01T01:01:01Z,Testing Units,5,32083,30764
Africa,Ghana,2020-08-01T01:01:01Z,Pulse Oxymeters,6,3221,4502
Africa,Ghana,2020-08-01T01:01:01Z,General Medicines,7,442657,135323
Africa,Ghana,2020-08-01T01:01:01Z,PPE Kit,8,3173,788
Africa,Ghana,2020-09-01T01:01:01Z,oxygen cylinder,0,1540,1598
Africa,Ghana,2020-09-01T01:01:01Z,O2 Generator,1,1277,1443
Africa,Ghana,2020-09-01T01:01:01Z,Mask,2,556613,162860
Africa,Ghana,2020-09-01T01:01:01Z,Ventilators,3,612,547
Africa,Ghana,2020-09-01T01:01:01Z,O2 Concentrators,4,2181,1340
Africa,Ghana,2020-09-01T01:01:01Z,Testing Units,5,22301,37558
Africa,Ghana,2020-09-01T01:01:01Z,Pulse Oxymeters,6,8533,6484
Africa,Ghana,2020-09-01T01:01:01Z,General Medicines,7,1302603,82276
Africa,Ghana,2020-09-01T01:01:01Z,PPE Kit,8,7940,5937
Africa,Ghana,2020-10-01T01:01:01Z,oxygen cylinder,0,5052,5615
Africa,Ghana,2020-10-01T01:01:01Z,O2 Generator,1,2149,1436
Africa,Ghana,2020-10-01T01:01:01Z,Mask,2,217128,16305
Africa,Ghana,2020-10-01T01:01:01Z,Ventilators,3,2696,116
Africa,Ghana,2020-10-01T01:01:01Z,O2 Concentrators,4,1943,424
Africa,Ghana,2020-10-01T01:01:01Z,Testing Units,5,33258,53607
Africa,Ghana,2020-10-01T01:01:01Z,Pulse Oxymeters,6,760,6306
Africa,Ghana,2020-10-01T01:01:01Z,General Medicines,7,1790770,290202
Africa,Ghana,2020-10-01T01:01:01Z,PPE Kit,8,6543,7575
Africa,Ghana,2020-11-01T01:01:01Z,oxygen cylinder,0,9711,6455
Africa,Ghana,2020-11-01T01:01:01Z,O2 Generator,1,2083,617
Africa,Ghana,2020-11-01T01:01:01Z,Mask,2,1164630,58348
Africa,Ghana,2020-11-01T01:01:01Z,Ventilators,3,3610,952
Africa,Ghana,2020-11-01T01:01:01Z,O2 Concentrators,4,2569,1895
Africa,Ghana,2020-11-01T01:01:01Z,Testing Units,5,86437,37310
Africa,Ghana,2020-11-01T01:01:01Z,Pulse Oxymeters,6,7993,116
Africa,Ghana,2020-11-01T01:01:01Z,General Medicines,7,1020168,242353
Africa,Ghana,2020-11-01T01:01:01Z,PPE Kit,8,7551,1428
Africa,Ghana,2020-12-01T01:01:01Z,oxygen cylinder,0,5775,1205
Africa,Ghana,2020-12-01T01:01:01Z,O2 Generator,1,2006,1641
Africa,Ghana,2020-12-01T01:01:01Z,Mask,2,1343723,253321
Africa,Ghana,2020-12-01T01:01:01Z,Ventilators,3,1997,206
Africa,Ghana,2020-12-01T01:01:01Z,O2 Concentrators,4,4384,2582
Africa,Ghana,2020-12-01T01:01:01Z,Testing Units,5,20865,36003
Africa,Ghana,2020-12-01T01:01:01Z,Pulse Oxymeters,6,3494,1641
Africa,Ghana,2020-12-01T01:01:01Z,General Medicines,7,2051458,280608
Africa,Ghana,2020-12-01T01:01:01Z,PPE Kit,8,10442,210
Africa,Ghana,2021-01-01T01:01:01Z,oxygen cylinder,0,4995,6293
Africa,Ghana,2021-01-01T01:01:01Z,O2 Generator,1,4499,1304
Africa,Ghana,2021-01-01T01:01:01Z,Mask,2,369963,258191
Africa,Ghana,2021-01-01T01:01:01Z,Ventilators,3,474,1002
Africa,Ghana,2021-01-01T01:01:01Z,O2 Concentrators,4,816,1815
Africa,Ghana,2021-01-01T01:01:01Z,Testing Units,5,3104,5364
Africa,Ghana,2021-01-01T01:01:01Z,Pulse Oxymeters,6,1133,9581
Africa,Ghana,2021-01-01T01:01:01Z,General Medicines,7,1191831,128498
Africa,Ghana,2021-01-01T01:01:01Z,PPE Kit,8,2434,11
Africa,Ghana,2021-02-01T01:01:01Z,oxygen cylinder,0,11731,5766
Africa,Ghana,2021-02-01T01:01:01Z,O2 Generator,1,3428,1857
Africa,Ghana,2021-02-01T01:01:01Z,Mask,2,264412,268761
Africa,Ghana,2021-02-01T01:01:01Z,Ventilators,3,1409,216
Africa,Ghana,2021-02-01T01:01:01Z,O2 Concentrators,4,73,1776
Africa,Ghana,2021-02-01T01:01:01Z,Testing Units,5,146663,78158
Africa,Ghana,2021-02-01T01:01:01Z,Pulse Oxymeters,6,5171,11053
Africa,Ghana,2021-02-01T01:01:01Z,General Medicines,7,1538557,697611
Africa,Ghana,2021-02-01T01:01:01Z,PPE Kit,8,8619,8815
Africa,Ghana,2021-03-01T01:01:01Z,oxygen cylinder,0,14215,3908
Africa,Ghana,2021-03-01T01:01:01Z,O2 Generator,1,3722,174
Africa,Ghana,2021-03-01T01:01:01Z,Mask,2,3095493,550783
Africa,Ghana,2021-03-01T01:01:01Z,Ventilators,3,683,338
Africa,Ghana,2021-03-01T01:01:01Z,O2 Concentrators,4,5657,2649
Africa,Ghana,2021-03-01T01:01:01Z,Testing Units,5,51430,9566
Africa,Ghana,2021-03-01T01:01:01Z,Pulse Oxymeters,6,4073,8789
Africa,Ghana,2021-03-01T01:01:01Z,General Medicines,7,5796645,803186
Africa,Ghana,2021-03-01T01:01:01Z,PPE Kit,8,11490,4626
Africa,Ghana,2021-04-01T01:01:01Z,oxygen cylinder,0,6689,5198
Africa,Ghana,2021-04-01T01:01:01Z,O2 Generator,1,774,2661
Africa,Ghana,2021-04-01T01:01:01Z,Mask,2,1231623,768356
Africa,Ghana,2021-04-01T01:01:01Z,Ventilators,3,1054,458
Africa,Ghana,2021-04-01T01:01:01Z,O2 Concentrators,4,4521,937
Africa,Ghana,2021-04-01T01:01:01Z,Testing Units,5,123882,120474
Africa,Ghana,2021-04-01T01:01:01Z,Pulse Oxymeters,6,5159,9950
Africa,Ghana,2021-04-01T01:01:01Z,General Medicines,7,1878348,63641
Africa,Ghana,2021-04-01T01:01:01Z,PPE Kit,8,14636,12689
Africa,Ghana,2021-05-01T01:01:01Z,oxygen cylinder,0,16754,9648
Africa,Ghana,2021-05-01T01:01:01Z,O2 Generator,1,2132,2634
Africa,Ghana,2021-05-01T01:01:01Z,Mask,2,460098,806595
Africa,Ghana,2021-05-01T01:01:01Z,Ventilators,3,1195,112
Africa,Ghana,2021-05-01T01:01:01Z,O2 Concentrators,4,94,761
Africa,Ghana,2021-05-01T01:01:01Z,Testing Units,5,273490,10401
Africa,Ghana,2021-05-01T01:01:01Z,Pulse Oxymeters,6,9985,13047
Africa,Ghana,2021-05-01T01:01:01Z,General Medicines,7,2046668,762482
Africa,Ghana,2021-05-01T01:01:01Z,PPE Kit,8,220,13540
Africa,Ghana,2021-06-01T01:01:01Z,oxygen cylinder,0,14005,8187
Africa,Ghana,2021-06-01T01:01:01Z,O2 Generator,1,782,627
Africa,Ghana,2021-06-01T01:01:01Z,Mask,2,2874383,876919
Africa,Ghana,2021-06-01T01:01:01Z,Ventilators,3,5375,368
Africa,Ghana,2021-06-01T01:01:01Z,O2 Concentrators,4,5992,2450
Africa,Ghana,2021-06-01T01:01:01Z,Testing Units,5,292759,222448
Africa,Ghana,2021-06-01T01:01:01Z,Pulse Oxymeters,6,12541,280
Africa,Ghana,2021-06-01T01:01:01Z,General Medicines,7,2494685,1239371
Africa,Ghana,2021-06-01T01:01:01Z,PPE Kit,8,13127,9673
Africa,Ghana,2021-07-01T01:01:01Z,oxygen cylinder,0,10958,267
Africa,Ghana,2021-07-01T01:01:01Z,O2 Generator,1,3101,2866
Africa,Ghana,2021-07-01T01:01:01Z,Mask,2,2079444,553779
Africa,Ghana,2021-07-01T01:01:01Z,Ventilators,3,8271,1141
Africa,Ghana,2021-07-01T01:01:01Z,O2 Concentrators,4,5849,3920
Africa,Ghana,2021-07-01T01:01:01Z,Testing Units,5,248464,265043
Africa,Ghana,2021-07-01T01:01:01Z,Pulse Oxymeters,6,10883,5611
Africa,Ghana,2021-07-01T01:01:01Z,General Medicines,7,6156836,597905
Africa,Ghana,2021-07-01T01:01:01Z,PPE Kit,8,18870,6542
Africa,Ghana,2021-08-01T01:01:01Z,oxygen cylinder,0,13066,15273
Africa,Ghana,2021-08-01T01:01:01Z,O2 Generator,1,7446,988
Africa,Ghana,2021-08-01T01:01:01Z,Mask,2,4838311,401431
Africa,Ghana,2021-08-01T01:01:01Z,Ventilators,3,1290,1252
Africa,Ghana,2021-08-01T01:01:01Z,O2 Concentrators,4,1951,4837
Africa,Ghana,2021-08-01T01:01:01Z,Testing Units,5,300331,9617
Africa,Ghana,2021-08-01T01:01:01Z,Pulse Oxymeters,6,19760,4662
Africa,Ghana,2021-08-01T01:01:01Z,General Medicines,7,2296658,1639886
Africa,Ghana,2021-08-01T01:01:01Z,PPE Kit,8,14709,4943
Africa,Ghana,2021-09-01T01:01:01Z,oxygen cylinder,0,6681,6019
Africa,Ghana,2021-09-01T01:01:01Z,O2 Generator,1,6231,3482
Africa,Ghana,2021-09-01T01:01:01Z,Mask,2,5171670,201687
Africa,Ghana,2021-09-01T01:01:01Z,Ventilators,3,5254,1880
Africa,Ghana,2021-09-01T01:01:01Z,O2 Concentrators,4,1001,2064
Africa,Ghana,2021-09-01T01:01:01Z,Testing Units,5,12237,3210
Africa,Ghana,2021-09-01T01:01:01Z,Pulse Oxymeters,6,7022,583
Africa,Ghana,2021-09-01T01:01:01Z,General Medicines,7,1103076,1984258
Africa,Ghana,2021-09-01T01:01:01Z,PPE Kit,8,4988,4874
Africa,Ghana,2021-10-01T01:01:01Z,oxygen cylinder,0,5639,17458
Africa,Ghana,2021-10-01T01:01:01Z,O2 Generator,1,4847,493
Africa,Ghana,2021-10-01T01:01:01Z,Mask,2,2741050,606103
Africa,Ghana,2021-10-01T01:01:01Z,Ventilators,3,3000,2195
Africa,Ghana,2021-10-01T01:01:01Z,O2 Concentrators,4,713,1027
Africa,Ghana,2021-10-01T01:01:01Z,Testing Units,5,60093,231157
Africa,Ghana,2021-10-01T01:01:01Z,Pulse Oxymeters,6,347,1758
Africa,Ghana,2021-10-01T01:01:01Z,General Medicines,7,12713940,1186418
Africa,Ghana,2021-10-01T01:01:01Z,PPE Kit,8,5099,14032
Africa,Ghana,2021-11-01T01:01:01Z,oxygen cylinder,0,19353,17463
Africa,Ghana,2021-11-01T01:01:01Z,O2 Generator,1,8865,2697
Africa,Ghana,2021-11-01T01:01:01Z,Mask,2,9887083,1862402
Africa,Ghana,2021-11-01T01:01:01Z,Ventilators,3,1270,86
Africa,Ghana,2021-11-01T01:01:01Z,O2 Concentrators,4,948,3972
Africa,Ghana,2021-11-01T01:01:01Z,Testing Units,5,80844,90727
Africa,Ghana,2021-11-01T01:01:01Z,Pulse Oxymeters,6,15292,6833
Africa,Ghana,2021-11-01T01:01:01Z,General Medicines,7,13556535,1709050
Africa,Ghana,2021-11-01T01:01:01Z,PPE Kit,8,11150,7998
Africa,Ghana,2021-12-01T01:01:01Z,oxygen cylinder,0,8771,7881
Africa,Ghana,2021-12-01T01:01:01Z,O2 Generator,1,1479,2792
Africa,Ghana,2021-12-01T01:01:01Z,Mask,2,542479,1841627
Africa,Ghana,2021-12-01T01:01:01Z,Ventilators,3,11154,1784
Africa,Ghana,2021-12-01T01:01:01Z,O2 Concentrators,4,2867,5175
Africa,Ghana,2021-12-01T01:01:01Z,Testing Units,5,131160,120961
Africa,Ghana,2021-12-01T01:01:01Z,Pulse Oxymeters,6,22624,17025
Africa,Ghana,2021-12-01T01:01:01Z,General Medicines,7,19449303,2495395
Africa,Ghana,2021-12-01T01:01:01Z,PPE Kit,8,2297,1377
Africa,Ghana,2022-01-01T01:01:01Z,oxygen cylinder,0,734,9671
Africa,Ghana,2022-01-01T01:01:01Z,O2 Generator,1,3564,4576
Africa,Ghana,2022-01-01T01:01:01Z,Mask,2,11749752,619815
Africa,Ghana,2022-01-01T01:01:01Z,Ventilators,3,11749,2331
Africa,Ghana,2022-01-01T01:01:01Z,O2 Concentrators,4,9836,4056
Africa,Ghana,2022-01-01T01:01:01Z,Testing Units,5,437650,180924
Africa,Ghana,2022-01-01T01:01:01Z,Pulse Oxymeters,6,23885,9423
Africa,Ghana,2022-01-01T01:01:01Z,General Medicines,7,20729071,1878741
Africa,Ghana,2022-01-01T01:01:01Z,PPE Kit,8,2271,7012
Africa,Ghana,2022-02-01T01:01:01Z,oxygen cylinder,0,7058,15263
Africa,Ghana,2022-02-01T01:01:01Z,O2 Generator,1,4640,4948
Africa,Ghana,2022-02-01T01:01:01Z,Mask,2,5999194,1634592
Africa,Ghana,2022-02-01T01:01:01Z,Ventilators,3,7972,1388
Africa,Ghana,2022-02-01T01:01:01Z,O2 Concentrators,4,182,3586
Africa,Ghana,2022-02-01T01:01:01Z,Testing Units,5,672980,6658
Africa,Ghana,2022-02-01T01:01:01Z,Pulse Oxymeters,6,8191,13060
Africa,Ghana,2022-02-01T01:01:01Z,General Medicines,7,13348125,1996297
Africa,Ghana,2022-02-01T01:01:01Z,PPE Kit,8,6087,7157
Africa,Ghana,2022-03-01T01:01:01Z,oxygen cylinder,0,24290,7440
Africa,Ghana,2022-03-01T01:01:01Z,O2 Generator,1,4929,4804
Africa,Ghana,2022-03-01T01:01:01Z,Mask,2,3779748,1115412
Africa,Ghana,2022-03-01T01:01:01Z,Ventilators,3,8429,557
Africa,Ghana,2022-03-01T01:01:01Z,O2 Concentrators,4,2614,915
Africa,Ghana,2022-03-01T01:01:01Z,Testing Units,5,174188,480291
Africa,Ghana,2022-03-01T01:01:01Z,Pulse Oxymeters,6,358,11423
Africa,Ghana,2022-03-01T01:01:01Z,General Medicines,7,26830195,1623274
Africa,Ghana,2022-03-01T01:01:01Z,PPE Kit,8,23531,12526
Africa,Ghana,2022-04-01T01:01:01Z,oxygen cylinder,0,26380,8077
Africa,Ghana,2022-04-01T01:01:01Z,O2 Generator,1,5139,1449
Africa,Ghana,2022-04-01T01:01:01Z,Mask,2,10808676,2915630
Africa,Ghana,2022-04-01T01:01:01Z,Ventilators,3,10256,1778
Africa,Ghana,2022-04-01T01:01:01Z,O2 Concentrators,4,6609,5236
Africa,Ghana,2022-04-01T01:01:01Z,Testing Units,5,590175,304249
Africa,Ghana,2022-04-01T01:01:01Z,Pulse Oxymeters,6,10585,16193
Africa,Ghana,2022-04-01T01:01:01Z,General Medicines,7,23113863,2764480
Africa,Ghana,2022-04-01T01:01:01Z,PPE Kit,8,18905,663
Africa,Guinea,2020-01-01T01:01:01Z,oxygen cylinder,0,377,766
Africa,Guinea,2020-01-01T01:01:01Z,O2 Generator,1,1,15
Africa,Guinea,2020-01-01T01:01:01Z,Mask,2,355,732
Africa,Guinea,2020-01-01T01:01:01Z,Ventilators,3,90,99
Africa,Guinea,2020-01-01T01:01:01Z,O2 Concentrators,4,99,209
Africa,Guinea,2020-01-01T01:01:01Z,Testing Units,5,641,107
Africa,Guinea,2020-01-01T01:01:01Z,Pulse Oxymeters,6,516,577
Africa,Guinea,2020-01-01T01:01:01Z,General Medicines,7,1188,864
Africa,Guinea,2020-01-01T01:01:01Z,PPE Kit,8,564,82
Africa,Guinea,2020-02-01T01:01:01Z,oxygen cylinder,0,298,1106
Africa,Guinea,2020-02-01T01:01:01Z,O2 Generator,1,246,280
Africa,Guinea,2020-02-01T01:01:01Z,Mask,2,384,2463
Africa,Guinea,2020-02-01T01:01:01Z,Ventilators,3,31,131
Africa,Guinea,2020-02-01T01:01:01Z,O2 Concentrators,4,161,135
Africa,Guinea,2020-02-01T01:01:01Z,Testing Units,5,2490,861
Africa,Guinea,2020-02-01T01:01:01Z,Pulse Oxymeters,6,437,665
Africa,Guinea,2020-02-01T01:01:01Z,General Medicines,7,5517,4191
Africa,Guinea,2020-02-01T01:01:01Z,PPE Kit,8,748,1513
Africa,Guinea,2020-03-01T01:01:01Z,oxygen cylinder,0,541,1395
Africa,Guinea,2020-03-01T01:01:01Z,O2 Generator,1,1041,258
Africa,Guinea,2020-03-01T01:01:01Z,Mask,2,16701,4635
Africa,Guinea,2020-03-01T01:01:01Z,Ventilators,3,43,94
Africa,Guinea,2020-03-01T01:01:01Z,O2 Concentrators,4,953,535
Africa,Guinea,2020-03-01T01:01:01Z,Testing Units,5,135,409
Africa,Guinea,2020-03-01T01:01:01Z,Pulse Oxymeters,6,960,1121
Africa,Guinea,2020-03-01T01:01:01Z,General Medicines,7,36852,7084
Africa,Guinea,2020-03-01T01:01:01Z,PPE Kit,8,242,1774
Africa,Guinea,2020-04-01T01:01:01Z,oxygen cylinder,0,3601,1753
Africa,Guinea,2020-04-01T01:01:01Z,O2 Generator,1,770,46
Africa,Guinea,2020-04-01T01:01:01Z,Mask,2,39184,11141
Africa,Guinea,2020-04-01T01:01:01Z,Ventilators,3,653,39
Africa,Guinea,2020-04-01T01:01:01Z,O2 Concentrators,4,440,42
Africa,Guinea,2020-04-01T01:01:01Z,Testing Units,5,10783,2017
Africa,Guinea,2020-04-01T01:01:01Z,Pulse Oxymeters,6,1048,1473
Africa,Guinea,2020-04-01T01:01:01Z,General Medicines,7,50370,6709
Africa,Guinea,2020-04-01T01:01:01Z,PPE Kit,8,537,516
Africa,Guinea,2020-05-01T01:01:01Z,oxygen cylinder,0,1505,1435
Africa,Guinea,2020-05-01T01:01:01Z,O2 Generator,1,1410,511
Africa,Guinea,2020-05-01T01:01:01Z,Mask,2,73477,34567
Africa,Guinea,2020-05-01T01:01:01Z,Ventilators,3,799,289
Africa,Guinea,2020-05-01T01:01:01Z,O2 Concentrators,4,1006,1101
Africa,Guinea,2020-05-01T01:01:01Z,Testing Units,5,4353,367
Africa,Guinea,2020-05-01T01:01:01Z,Pulse Oxymeters,6,2742,1734
Africa,Guinea,2020-05-01T01:01:01Z,General Medicines,7,103791,32696
Africa,Guinea,2020-05-01T01:01:01Z,PPE Kit,8,3584,3034
Africa,Guinea,2020-06-01T01:01:01Z,oxygen cylinder,0,1944,2583
Africa,Guinea,2020-06-01T01:01:01Z,O2 Generator,1,1533,458
Africa,Guinea,2020-06-01T01:01:01Z,Mask,2,11623,47040
Africa,Guinea,2020-06-01T01:01:01Z,Ventilators,3,1025,98
Africa,Guinea,2020-06-01T01:01:01Z,O2 Concentrators,4,29,210
Africa,Guinea,2020-06-01T01:01:01Z,Testing Units,5,14208,23621
Africa,Guinea,2020-06-01T01:01:01Z,Pulse Oxymeters,6,5028,2541
Africa,Guinea,2020-06-01T01:01:01Z,General Medicines,7,192918,28299
Africa,Guinea,2020-06-01T01:01:01Z,PPE Kit,8,1402,224
Africa,Guinea,2020-07-01T01:01:01Z,oxygen cylinder,0,741,331
Africa,Guinea,2020-07-01T01:01:01Z,O2 Generator,1,2687,339
Africa,Guinea,2020-07-01T01:01:01Z,Mask,2,89899,103549
Africa,Guinea,2020-07-01T01:01:01Z,Ventilators,3,1530,401
Africa,Guinea,2020-07-01T01:01:01Z,O2 Concentrators,4,478,1304
Africa,Guinea,2020-07-01T01:01:01Z,Testing Units,5,22781,23087
Africa,Guinea,2020-07-01T01:01:01Z,Pulse Oxymeters,6,4332,415
Africa,Guinea,2020-07-01T01:01:01Z,General Medicines,7,511378,99327
Africa,Guinea,2020-07-01T01:01:01Z,PPE Kit,8,5796,3954
Africa,Guinea,2020-08-01T01:01:01Z,oxygen cylinder,0,1669,5987
Africa,Guinea,2020-08-01T01:01:01Z,O2 Generator,1,740,1527
Africa,Guinea,2020-08-01T01:01:01Z,Mask,2,137008,119362
Africa,Guinea,2020-08-01T01:01:01Z,Ventilators,3,1367,692
Africa,Guinea,2020-08-01T01:01:01Z,O2 Concentrators,4,246,1894
Africa,Guinea,2020-08-01T01:01:01Z,Testing Units,5,48625,23051
Africa,Guinea,2020-08-01T01:01:01Z,Pulse Oxymeters,6,7734,6147
Africa,Guinea,2020-08-01T01:01:01Z,General Medicines,7,605494,162469
Africa,Guinea,2020-08-01T01:01:01Z,PPE Kit,8,5562,4294
Africa,Guinea,2020-09-01T01:01:01Z,oxygen cylinder,0,3409,2983
Africa,Guinea,2020-09-01T01:01:01Z,O2 Generator,1,3041,85
Africa,Guinea,2020-09-01T01:01:01Z,Mask,2,208247,100806
Africa,Guinea,2020-09-01T01:01:01Z,Ventilators,3,1899,271
Africa,Guinea,2020-09-01T01:01:01Z,O2 Concentrators,4,2326,691
Africa,Guinea,2020-09-01T01:01:01Z,Testing Units,5,7188,46185
Africa,Guinea,2020-09-01T01:01:01Z,Pulse Oxymeters,6,3786,5353
Africa,Guinea,2020-09-01T01:01:01Z,General Medicines,7,654679,149150
Africa,Guinea,2020-09-01T01:01:01Z,PPE Kit,8,4702,2104
Africa,Guinea,2020-10-01T01:01:01Z,oxygen cylinder,0,3803,1878
Africa,Guinea,2020-10-01T01:01:01Z,O2 Generator,1,3584,815
Africa,Guinea,2020-10-01T01:01:01Z,Mask,2,262309,108134
Africa,Guinea,2020-10-01T01:01:01Z,Ventilators,3,1386,3
Africa,Guinea,2020-10-01T01:01:01Z,O2 Concentrators,4,2163,65
Africa,Guinea,2020-10-01T01:01:01Z,Testing Units,5,7224,64766
Africa,Guinea,2020-10-01T01:01:01Z,Pulse Oxymeters,6,102,7532
Africa,Guinea,2020-10-01T01:01:01Z,General Medicines,7,1661330,362
Africa,Guinea,2020-10-01T01:01:01Z,PPE Kit,8,3797,1024
Africa,Guinea,2020-11-01T01:01:01Z,oxygen cylinder,0,10892,4207
Africa,Guinea,2020-11-01T01:01:01Z,O2 Generator,1,1148,473
Africa,Guinea,2020-11-01T01:01:01Z,Mask,2,116738,312868
Africa,Guinea,2020-11-01T01:01:01Z,Ventilators,3,704,959
Africa,Guinea,2020-11-01T01:01:01Z,O2 Concentrators,4,1059,1407
Africa,Guinea,2020-11-01T01:01:01Z,Testing Units,5,40116,62541
Africa,Guinea,2020-11-01T01:01:01Z,Pulse Oxymeters,6,2753,5411
Africa,Guinea,2020-11-01T01:01:01Z,General Medicines,7,344460,209000
Africa,Guinea,2020-11-01T01:01:01Z,PPE Kit,8,4082,1282
Africa,Guinea,2020-12-01T01:01:01Z,oxygen cylinder,0,10652,5860
Africa,Guinea,2020-12-01T01:01:01Z,O2 Generator,1,1313,1083
Africa,Guinea,2020-12-01T01:01:01Z,Mask,2,358250,162755
Africa,Guinea,2020-12-01T01:01:01Z,Ventilators,3,3768,323
Africa,Guinea,2020-12-01T01:01:01Z,O2 Concentrators,4,2681,2458
Africa,Guinea,2020-12-01T01:01:01Z,Testing Units,5,128108,74122
Africa,Guinea,2020-12-01T01:01:01Z,Pulse Oxymeters,6,1636,7075
Africa,Guinea,2020-12-01T01:01:01Z,General Medicines,7,714401,77111
Africa,Guinea,2020-12-01T01:01:01Z,PPE Kit,8,8721,6604
Africa,Guinea,2021-01-01T01:01:01Z,oxygen cylinder,0,2619,5366
Africa,Guinea,2021-01-01T01:01:01Z,O2 Generator,1,117,1233
Africa,Guinea,2021-01-01T01:01:01Z,Mask,2,1643743,81656
Africa,Guinea,2021-01-01T01:01:01Z,Ventilators,3,397,21
Africa,Guinea,2021-01-01T01:01:01Z,O2 Concentrators,4,1874,2295
Africa,Guinea,2021-01-01T01:01:01Z,Testing Units,5,26204,60223
Africa,Guinea,2021-01-01T01:01:01Z,Pulse Oxymeters,6,12261,8770
Africa,Guinea,2021-01-01T01:01:01Z,General Medicines,7,628837,536152
Africa,Guinea,2021-01-01T01:01:01Z,PPE Kit,8,337,1388
Africa,Guinea,2021-02-01T01:01:01Z,oxygen cylinder,0,13978,2544
Africa,Guinea,2021-02-01T01:01:01Z,O2 Generator,1,3851,846
